Salary Structure,Grade Level,Step,GradeLevel/Step,Annual Salary
NIGCOMSAT,SC04,8,NIGCOMSAT/SC04/8,10959648
NIGCOMSAT,SC04,9,NIGCOMSAT/SC04/9,11101200
NIGCOMSAT,SC04,10,NIGCOMSAT/SC04/10,11242752
NIGCOMSAT,SC04,11,NIGCOMSAT/SC04/11,11384304
NIGCOMSAT,SC03,1,NIGCOMSAT/SC03/1,12118896
NIGCOMSAT,SC03,2,NIGCOMSAT/SC03/2,12255828
NIGCOMSAT,SC03,3,NIGCOMSAT/SC03/3,12392760
NIGCOMSAT,SC03,4,NIGCOMSAT/SC03/4,12529692
NIGCOMSAT,SC03,5,NIGCOMSAT/SC03/5,12666624
NIGCOMSAT,SC03,6,NIGCOMSAT/SC03/6,12803556
NIGCOMSAT,SC03,7,NIGCOMSAT/SC03/7,12940488
NIGCOMSAT,SC03,8,NIGCOMSAT/SC03/8,13077420
NIGCOMSAT,SC02,1,NIGCOMSAT/SC02/1,13890192
NIGCOMSAT,SC02,2,NIGCOMSAT/SC02/2,14019036
NIGCOMSAT,SC02,3,NIGCOMSAT/SC02/3,14147880
NIGCOMSAT,SC02,4,NIGCOMSAT/SC02/4,14276724
NIGCOMSAT,SC02,5,NIGCOMSAT/SC02/5,14405568
NIGCOMSAT,SC02,6,NIGCOMSAT/SC02/6,14534412
NIGCOMSAT,SC02,7,NIGCOMSAT/SC02/7,14663256
NIGCOMSAT,SC02,8,NIGCOMSAT/SC02/8,14792100
NIGCOMSAT,SC01,1,NIGCOMSAT/SC01/1,15989592
NIGCOMSAT,SC01,2,NIGCOMSAT/SC01/2,16239024
NIGCOMSAT,SC01,3,NIGCOMSAT/SC01/3,16488456
NIGCOMSAT,SC01,4,NIGCOMSAT/SC01/4,16737888
NIGCOMSAT,SC01,5,NIGCOMSAT/SC01/5,16987320
NIGCOMSAT,SC01,6,NIGCOMSAT/SC01/6,17236752
NIGCOMSAT,SC01,7,NIGCOMSAT/SC01/7,17486184
NIGCOMSAT,SC01,8,NIGCOMSAT/SC01/8,17735616
NIPC,15,1,NIPC/15/1,610812
NIPC,15,2,NIPC/15/2,613870
NIPC,15,3,NIPC/15/3,616928
NIPC,15,4,NIPC/15/4,619986
NIPC,15,5,NIPC/15/5,623044
NIPC,15,6,NIPC/15/6,626101
NIPC,15,7,NIPC/15/7,629160
NIPC,15,8,NIPC/15/8,632218
NIPC,15,9,NIPC/15/9,635276
NIPC,15,10,NIPC/15/10,638334
NIPC,15,11,NIPC/15/11,641392
NIPC,15,12,NIPC/15/12,644449
NIPC,15,13,NIPC/15/13,647507
NIPC,15,14,NIPC/15/14,650565
NIPC,15,15,NIPC/15/15,653624
NIPC,14,1,NIPC/14/1,619908
NIPC,14,2,NIPC/14/2,623684
NIPC,14,3,NIPC/14/3,627461
NIPC,14,4,NIPC/14/4,631236
NIPC,14,5,NIPC/14/5,635012
NIPC,14,6,NIPC/14/6,638789
NIPC,14,7,NIPC/14/7,642565
NIPC,14,8,NIPC/14/8,646342
NIPC,14,9,NIPC/14/9,650117
NIPC,14,10,NIPC/14/10,653893
NIPC,14,11,NIPC/14/11,657670
NIPC,14,12,NIPC/14/12,661446
NIPC,14,13,NIPC/14/13,665223
NIPC,14,14,NIPC/14/14,668998
NIPC,14,15,NIPC/14/15,672775
NIPC,13,1,NIPC/13/1,785330
NIPC,13,2,NIPC/13/2,790114
NIPC,13,3,NIPC/13/3,794899
NIPC,13,4,NIPC/13/4,799681
NIPC,13,5,NIPC/13/5,804465
NIPC,13,6,NIPC/13/6,809250
NIPC,13,7,NIPC/13/7,814034
NIPC,13,8,NIPC/13/8,818818
NIPC,13,9,NIPC/13/9,823601
NIPC,13,10,NIPC/13/10,828385
NIPC,13,11,NIPC/13/11,833169
NIPC,13,12,NIPC/13/12,837953
NIPC,13,13,NIPC/13/13,842736
NIPC,13,14,NIPC/13/14,847520
NIPC,13,15,NIPC/13/15,852305
NIPC,12,1,NIPC/12/1,725344
NIPC,12,2,NIPC/12/2,730611
NIPC,12,3,NIPC/12/3,735879
NIPC,12,4,NIPC/12/4,741148
NIPC,12,5,NIPC/12/5,746415
NIPC,12,6,NIPC/12/6,751684
NIPC,12,7,NIPC/12/7,756952
NIPC,12,8,NIPC/12/8,762219
NIPC,12,9,NIPC/12/9,767488
NIPC,12,10,NIPC/12/10,772756
NIPC,12,11,NIPC/12/11,778025
NIPC,12,12,NIPC/12/12,783292
NIPC,12,13,NIPC/12/13,788560
NIPC,12,14,NIPC/12/14,793828
NIPC,12,15,NIPC/12/15,799096
NIPC,11,1,NIPC/11/1,754175
NIPC,11,2,NIPC/11/2,760595
NIPC,11,3,NIPC/11/3,767016
NIPC,11,4,NIPC/11/4,773436
NIPC,11,5,NIPC/11/5,779856
NIPC,11,6,NIPC/11/6,786277
NIPC,11,7,NIPC/11/7,786277
NIPC,11,8,NIPC/11/8,799118
NIPC,11,9,NIPC/11/9,805539
NIPC,11,10,NIPC/11/10,811960
NIPC,11,11,NIPC/11/11,818380
NIPC,11,12,NIPC/11/12,824800
NIPC,11,13,NIPC/11/13,831221
NIPC,11,14,NIPC/11/14,837641
NIPC,11,15,NIPC/11/15,844062
NIPC,10,1,NIPC/10/1,1025798
NIPC,10,2,NIPC/10/2,1033709
NIPC,10,3,NIPC/10/3,1041622
NIPC,10,4,NIPC/10/4,1049533
NIPC,10,5,NIPC/10/5,1057446
NIPC,10,6,NIPC/10/6,1065359
NIPC,10,7,NIPC/10/7,1073270
NIPC,10,8,NIPC/10/8,1081183
NIPC,10,9,NIPC/10/9,1089096
NIPC,10,10,NIPC/10/10,1097007
NIPC,10,11,NIPC/10/11,1104920
NIPC,10,12,NIPC/10/12,1112833
NIPC,10,13,NIPC/10/13,1120744
NIPC,10,14,NIPC/10/14,1128657
NIPC,10,15,NIPC/10/15,1136570
NIPC,9,1,NIPC/9/1,1168864
NIPC,9,2,NIPC/9/2,1178273
NIPC,9,3,NIPC/9/3,1187682
NIPC,9,4,NIPC/9/4,1197090
NIPC,9,5,NIPC/9/5,1206499
NIPC,9,6,NIPC/9/6,1215907
NIPC,9,7,NIPC/9/7,1225315
NIPC,9,8,NIPC/9/8,1234724
NIPC,9,9,NIPC/9/9,1244133
NIPC,9,10,NIPC/9/10,1253540
NIPC,9,11,NIPC/9/11,1262949
NIPC,9,12,NIPC/9/12,1272358
NIPC,9,13,NIPC/9/13,1281766
NIPC,9,14,NIPC/9/14,1291175
NIPC,9,15,NIPC/9/15,1300584
NIPC,8,1,NIPC/8/1,1403593
NIPC,8,2,NIPC/8/2,1414798
NIPC,8,3,NIPC/8/3,1426002
NIPC,8,4,NIPC/8/4,1437207
NIPC,8,5,NIPC/8/5,1448412
NIPC,8,6,NIPC/8/6,1459616
NIPC,8,7,NIPC/8/7,1470822
NIPC,8,8,NIPC/8/8,1482027
NIPC,8,9,NIPC/8/9,1493231
NIPC,8,10,NIPC/8/10,1504436
NIPC,8,11,NIPC/8/11,1515642
NIPC,8,12,NIPC/8/12,1526846
NIPC,8,13,NIPC/8/13,1538051
NIPC,8,14,NIPC/8/14,1549256
NIPC,8,15,NIPC/8/15,1560460
NIPC,7,1,NIPC/7/1,1535185
NIPC,7,2,NIPC/7/2,1547512
NIPC,7,3,NIPC/7/3,1559838
NIPC,7,4,NIPC/7/4,1572166
NIPC,7,5,NIPC/7/5,1584492
NIPC,7,6,NIPC/7/6,1596819
NIPC,7,7,NIPC/7/7,1609145
NIPC,7,8,NIPC/7/8,1621472
NIPC,7,9,NIPC/7/9,1633798
NIPC,7,10,NIPC/7/10,1646125
NIPC,7,11,NIPC/7/11,1658452
NIPC,7,12,NIPC/7/12,1670779
NIPC,7,13,NIPC/7/13,1683105
NIPC,7,14,NIPC/7/14,1695432
NIPC,7,15,NIPC/7/15,1707758
NIPC,6,1,NIPC/6/1,1796131
NIPC,6,2,NIPC/6/2,1815235
NIPC,6,3,NIPC/6/3,1834339
NIPC,6,4,NIPC/6/4,1853443
NIPC,6,5,NIPC/6/5,1872547
NIPC,6,6,NIPC/6/6,1891652
NIPC,6,7,NIPC/6/7,1910756
NIPC,6,8,NIPC/6/8,1929860
NIPC,6,9,NIPC/6/9,1948964
NIPC,6,10,NIPC/6/10,1968068
NIPC,6,11,NIPC/6/11,1987172
NIPC,6,12,NIPC/6/12,2006276
NIPC,6,13,NIPC/6/13,2025380
NIPC,6,14,NIPC/6/14,2044483
NIPC,6,15,NIPC/6/15,2063587
NIPC,5,1,NIPC/5/1,2147252
NIPC,5,2,NIPC/5/2,2167450
NIPC,5,3,NIPC/5/3,2187649
NIPC,5,4,NIPC/5/4,2207846
NIPC,5,5,NIPC/5/5,2228045
NIPC,5,6,NIPC/5/6,2248243
NIPC,5,7,NIPC/5/7,2268441
NIPC,5,8,NIPC/5/8,2288369
NIPC,5,9,NIPC/5/9,2308837
NIPC,5,10,NIPC/5/10,2329035
NIPC,5,11,NIPC/5/11,2349234
NIPC,4,1,NIPC/4/1,2403019
NIPC,4,2,NIPC/4/2,2424764
NIPC,4,3,NIPC/4/3,2446508
NIPC,4,4,NIPC/4/4,2468252
NIPC,4,5,NIPC/4/5,2489995
NIPC,4,6,NIPC/4/6,2511739
NIPC,4,7,NIPC/4/7,2533483
NIPC,4,8,NIPC/4/8,2555228
NIPC,4,9,NIPC/4/9,2576971
NIPC,4,10,NIPC/4/10,2598715
NIPC,4,11,NIPC/4/11,2620459
NIPC,3,1,NIPC/3/1,4757207
NIPC,3,2,NIPC/3/2,4786280
NIPC,3,3,NIPC/3/3,4815353
NIPC,3,4,NIPC/3/4,4844427
NIPC,3,5,NIPC/3/5,4873500
NIPC,3,6,NIPC/3/6,4902574
NIPC,3,7,NIPC/3/7,4931647
NIPC,3,8,NIPC/3/8,4960720
NIPC,3,9,NIPC/3/9,4989794
NIPC,3,10,NIPC/3/10,5018867
NIPC,3,11,NIPC/3/11,5047941
NIPC,2,1,NIPC/2/1,6044505
NIPC,2,2,NIPC/2/2,6108524
NIPC,2,3,NIPC/2/3,6172544
NIPC,2,4,NIPC/2/4,6236563
NIPC,2,5,NIPC/2/5,6300583
NIPC,2,6,NIPC/2/6,6364602
NIPC,2,7,NIPC/2/7,6428623
NIPC,2,8,NIPC/2/8,6492642
NIPC,2,9,NIPC/2/9,6556661
NIPC,1,1,NIPC/1/1,7425579
NIPC,1,2,NIPC/1/2,7465233
NIPC,1,3,NIPC/1/3,7504885
NIPC,1,4,NIPC/1/4,7544539
NIPC,1,5,NIPC/1/5,7584193
NIPC,1,6,NIPC/1/6,7623846
NIPC,1,7,NIPC/1/7,7663499
NIPC,1,8,NIPC/1/8,7703152
NIPC,1,9,NIPC/1/9,7742806
ICRC,4,1,ICRC/4/1,899796
ICRC,4,2,ICRC/4/2,905736
ICRC,4,3,ICRC/4/3,911676
ICRC,4,4,ICRC/4/4,917676
ICRC,4,5,ICRC/4/5,923556
ICRC,4,6,ICRC/4/6,929496
ICRC,4,7,ICRC/4/7,935436
ICRC,4,8,ICRC/4/8,941376
ICRC,4,9,ICRC/4/9,947316
ICRC,4,10,ICRC/4/10,953256
ICRC,4,11,ICRC/4/11,959196
ICRC,4,12,ICRC/4/12,965136
ICRC,4,13,ICRC/4/13,971076
ICRC,5,1,ICRC/5/1,956724
ICRC,5,2,ICRC/5/2,965040
ICRC,5,3,ICRC/5/3,973356
ICRC,5,4,ICRC/5/4,981672
ICRC,5,5,ICRC/5/5,989988
ICRC,5,6,ICRC/5/6,998304
ICRC,5,7,ICRC/5/7,1006620
ICRC,5,8,ICRC/5/8,1014936
ICRC,5,9,ICRC/5/9,1023252
ICRC,5,10,ICRC/5/10,1031568
ICRC,5,11,ICRC/5/11,1039884
ICRC,5,12,ICRC/5/12,1048200
ICRC,5,13,ICRC/5/13,1056516
ICRC,6,1,ICRC/6/1,1002756
ICRC,6,2,ICRC/6/2,1012572
ICRC,6,3,ICRC/6/3,1022388
ICRC,6,4,ICRC/6/4,1032204
ICRC,6,5,ICRC/6/5,1042020
ICRC,6,6,ICRC/6/6,1051836
ICRC,6,7,ICRC/6/7,1061652
ICRC,6,8,ICRC/6/8,1071468
ICRC,6,9,ICRC/6/9,1081284
ICRC,6,10,ICRC/6/10,1091100
ICRC,6,11,ICRC/6/11,1100916
ICRC,6,12,ICRC/6/12,1110732
ICRC,6,13,ICRC/6/13,1120548
ICRC,7,1,ICRC/7/1,1314456
ICRC,7,2,ICRC/7/2,1327332
ICRC,7,3,ICRC/7/3,1340208
ICRC,7,4,ICRC/7/4,1353084
ICRC,7,5,ICRC/7/5,1365960
ICRC,7,6,ICRC/7/6,1378836
ICRC,7,7,ICRC/7/7,1391712
ICRC,7,8,ICRC/7/8,1404588
ICRC,7,9,ICRC/7/9,1417464
ICRC,7,10,ICRC/7/10,1430340
ICRC,7,11,ICRC/7/11,1443216
ICRC,7,12,ICRC/7/12,1456092
ICRC,7,13,ICRC/7/13,1468968
ICRC,8,1,ICRC/8/1,1697016
ICRC,8,2,ICRC/8/2,1713816
ICRC,8,3,ICRC/8/3,1730616
ICRC,8,4,ICRC/8/4,1747416
ICRC,8,5,ICRC/8/5,1764216
ICRC,8,6,ICRC/8/6,1781016
ICRC,8,7,ICRC/8/7,1797816
ICRC,8,8,ICRC/8/8,1814616
ICRC,8,9,ICRC/8/9,1831416
ICRC,8,10,ICRC/8/10,1848216
ICRC,8,11,ICRC/8/11,1865016
ICRC,8,12,ICRC/8/12,1881816
ICRC,8,13,ICRC/8/13,1898616
ICRC,9,1,ICRC/9/1,1979988
ICRC,9,2,ICRC/9/2,2000172
ICRC,9,3,ICRC/9/3,2020356
ICRC,9,4,ICRC/9/4,2040540
ICRC,9,5,ICRC/9/5,2060724
ICRC,9,6,ICRC/9/6,2080908
ICRC,9,7,ICRC/9/7,2101092
ICRC,9,8,ICRC/9/8,2121276
ICRC,9,9,ICRC/9/9,2141460
ICRC,9,10,ICRC/9/10,2161644
ICRC,9,11,ICRC/9/11,2181828
ICRC,9,12,ICRC/9/12,2202012
ICRC,9,13,ICRC/9/13,2222196
ICRC,10,1,ICRC/10/1,3150000
ICRC,10,2,ICRC/10/2,3172044
ICRC,10,3,ICRC/10/3,3194088
ICRC,10,4,ICRC/10/4,3216132
ICRC,10,5,ICRC/10/5,3238176
ICRC,10,6,ICRC/10/6,3260220
ICRC,10,7,ICRC/10/7,3282264
ICRC,10,8,ICRC/10/8,3304308
ICRC,10,9,ICRC/10/9,3326352
ICRC,10,10,ICRC/10/10,3348396
ICRC,10,11,ICRC/10/11,3370440
ICRC,10,12,ICRC/10/12,3392484
ICRC,10,13,ICRC/10/13,3414528
ICRC,12,1,ICRC/12/1,4482660
ICRC,12,2,ICRC/12/2,4527036
ICRC,12,3,ICRC/12/3,4571412
ICRC,12,4,ICRC/12/4,4615688
ICRC,12,5,ICRC/12/5,4660164
ICRC,12,6,ICRC/12/6,4704540
ICRC,12,7,ICRC/12/7,4748916
ICRC,12,8,ICRC/12/8,4793292
ICRC,12,9,ICRC/12/9,4837668
ICRC,12,10,ICRC/12/10,4882044
ICRC,12,11,ICRC/12/11,4926420
ICRC,12,12,ICRC/12/12,4970796
ICRC,12,13,ICRC/12/13,5015172
ICRC,13,1,ICRC/13/1,7457844
ICRC,13,2,ICRC/13/2,7504824
ICRC,13,3,ICRC/13/3,7551804
ICRC,13,4,ICRC/13/4,7598784
ICRC,13,5,ICRC/13/5,7645764
ICRC,13,6,ICRC/13/6,7692744
ICRC,13,7,ICRC/13/7,7739724
ICRC,13,8,ICRC/13/8,7786704
ICRC,13,9,ICRC/13/9,7833684
ICRC,13,10,ICRC/13/10,7880664
ICRC,13,11,ICRC/13/11,7927644
ICRC,13,12,ICRC/13/12,7974624
ICRC,13,13,ICRC/13/13,8021604
ICRC,14,1,ICRC/14/1,9968784
ICRC,14,2,ICRC/14/2,10110336
ICRC,14,3,ICRC/14/3,10251888
ICRC,14,4,ICRC/14/4,10393440
ICRC,14,5,ICRC/14/5,10534992
ICRC,14,6,ICRC/14/6,10676544
ICRC,14,7,ICRC/14/7,10818096
ICRC,14,8,ICRC/14/8,10959648
ICRC,14,9,ICRC/14/9,11101200
ICRC,14,10,ICRC/14/10,11242752
ICRC,14,11,ICRC/14/11,11384304
ICRC,15,1,ICRC/15/1,12118896
ICRC,15,2,ICRC/15/2,12255828
ICRC,15,3,ICRC/15/3,12392760
ICRC,15,4,ICRC/15/4,12529692
ICRC,15,5,ICRC/15/5,12666624
ICRC,15,6,ICRC/15/6,12803556
ICRC,15,7,ICRC/15/7,12940488
ICRC,15,8,ICRC/15/8,13077420
ICRC,16,1,ICRC/16/1,13890192
ICRC,16,2,ICRC/16/2,14019036
ICRC,16,3,ICRC/16/3,14147880
ICRC,16,4,ICRC/16/4,14276724
ICRC,16,5,ICRC/16/5,14405568
ICRC,16,6,ICRC/16/6,14534412
ICRC,16,7,ICRC/16/7,14663256
ICRC,16,8,ICRC/16/8,14792100
ICRC,17,1,ICRC/17/1,15989592
ICRC,17,2,ICRC/17/2,16239024
ICRC,17,3,ICRC/17/3,16488456
ICRC,17,4,ICRC/17/4,16737888
ICRC,17,5,ICRC/17/5,16987320
ICRC,17,6,ICRC/17/6,17236752
ICRC,17,7,ICRC/17/7,17486184
ICRC,17,8,ICRC/17/8,17735616
NREA,1,1,NREA/1/1,499611
NREA,1,2,NREA/1/2,533170
NREA,1,3,NREA/1/3,566729
NREA,1,4,NREA/1/4,600289
NREA,1,5,NREA/1/5,633848
NREA,1,6,NREA/1/6,667407
NREA,1,7,NREA/1/7,700966
NREA,1,8,NREA/1/8,734525
NREA,1,9,NREA/1/9,768085
NREA,1,10,NREA/1/10,801644
NREA,1,11,NREA/1/11,835203
NREA,1,12,NREA/1/12,868762
NREA,1,13,NREA/1/13,902321
NREA,1,14,NREA/1/14,935881
NREA,1,15,NREA/1/15,969440
NREA,2,1,NREA/2/1,508001
NREA,2,2,NREA/2/2,546764
NREA,2,3,NREA/2/3,585527
NREA,2,4,NREA/2/4,624290
NREA,2,5,NREA/2/5,663053
NREA,2,6,NREA/2/6,701816
NREA,2,7,NREA/2/7,740579
NREA,2,8,NREA/2/8,779342
NREA,2,9,NREA/2/9,818105
NREA,2,10,NREA/2/10,856868
NREA,2,11,NREA/2/11,895631
NREA,2,12,NREA/2/12,934394
NREA,2,13,NREA/2/13,973157
NREA,2,14,NREA/2/14,1011920
NREA,2,15,NREA/2/15,1050683
NREA,3,1,NREA/3/1,533552
NREA,3,2,NREA/3/2,583891
NREA,3,3,NREA/3/3,634229
NREA,3,4,NREA/3/4,684568
NREA,3,5,NREA/3/5,734907
NREA,3,6,NREA/3/6,785246
NREA,3,7,NREA/3/7,835585
NREA,3,8,NREA/3/8,885923
NREA,3,9,NREA/3/9,936262
NREA,3,10,NREA/3/10,986601
NREA,3,11,NREA/3/11,1036940
NREA,3,12,NREA/3/12,1087279
NREA,3,13,NREA/3/13,1137618
NREA,3,14,NREA/3/14,1187956
NREA,3,15,NREA/3/15,1238295
NREA,4,1,NREA/4/1,584315
NREA,4,2,NREA/4/2,636141
NREA,4,3,NREA/4/3,687967
NREA,4,4,NREA/4/4,739792
NREA,4,5,NREA/4/5,791618
NREA,4,6,NREA/4/6,843443
NREA,4,7,NREA/4/7,895269
NREA,4,8,NREA/4/8,947094
NREA,4,9,NREA/4/9,998920
NREA,4,10,NREA/4/10,1050746
NREA,4,11,NREA/4/11,1102571
NREA,4,12,NREA/4/12,1154397
NREA,4,13,NREA/4/13,1206223
NREA,4,14,NREA/4/14,1258048
NREA,4,15,NREA/4/15,1309874
NREA,5,1,NREA/5/1,651434
NREA,5,2,NREA/5/2,714835
NREA,5,3,NREA/5/3,778237
NREA,5,4,NREA/5/4,841638
NREA,5,5,NREA/5/5,905039
NREA,5,6,NREA/5/6,968441
NREA,5,7,NREA/5/7,1031842
NREA,5,8,NREA/5/8,1095244
NREA,5,9,NREA/5/9,1158645
NREA,5,10,NREA/5/10,1222046
NREA,5,11,NREA/5/11,1285448
NREA,5,12,NREA/5/12,1348849
NREA,5,13,NREA/5/13,1412250
NREA,5,14,NREA/5/14,1475652
NREA,5,15,NREA/5/15,1539053
NREA,6,1,NREA/6/1,793114
NREA,6,2,NREA/6/2,862091
NREA,6,3,NREA/6/3,931067
NREA,6,4,NREA/6/4,1000044
NREA,6,5,NREA/6/5,1069012
NREA,6,6,NREA/6/6,1137998
NREA,6,7,NREA/6/7,1206975
NREA,6,8,NREA/6/8,1275952
NREA,6,9,NREA/6/9,1344929
NREA,6,10,NREA/6/10,1413906
NREA,6,11,NREA/6/11,1482883
NREA,6,12,NREA/6/12,1551860
NREA,6,13,NREA/6/13,1620836
NREA,6,14,NREA/6/14,1689813
NREA,6,15,NREA/6/15,1758790
NREA,7,1,NREA/7/1,1031862
NREA,7,2,NREA/7/2,1116179
NREA,7,3,NREA/7/3,1200396
NREA,7,4,NREA/7/4,1284612
NREA,7,5,NREA/7/5,1368829
NREA,7,6,NREA/7/6,1453045
NREA,7,7,NREA/7/7,1537262
NREA,7,8,NREA/7/8,1621479
NREA,7,9,NREA/7/9,1705695
NREA,7,10,NREA/7/10,1789912
NREA,7,11,NREA/7/11,1874128
NREA,7,12,NREA/7/12,1958345
NREA,7,13,NREA/7/13,2042562
NREA,7,14,NREA/7/14,2126778
NREA,7,15,NREA/7/15,2210995
NREA,8,1,NREA/8/1,1277291
NREA,8,2,NREA/8/2,1384599
NREA,8,3,NREA/8/3,1491808
NREA,8,4,NREA/8/4,1599017
NREA,8,5,NREA/8/5,1706226
NREA,8,6,NREA/8/6,1813435
NREA,8,7,NREA/8/7,1920644
NREA,8,8,NREA/8/8,2027853
NREA,8,9,NREA/8/9,2135062
NREA,8,10,NREA/8/10,2242271
NREA,8,11,NREA/8/11,2349480
NREA,8,12,NREA/8/12,2456688
NREA,8,13,NREA/8/13,2563897
NREA,8,14,NREA/8/14,2671106
NREA,8,15,NREA/8/15,2778315
NREA,9,1,NREA/9/1,1520222
NREA,9,2,NREA/9/2,1646972
NREA,9,3,NREA/9/3,1773722
NREA,9,4,NREA/9/4,1900471
NREA,9,5,NREA/9/5,2027221
NREA,9,6,NREA/9/6,2153971
NREA,9,7,NREA/9/7,2280720
NREA,9,8,NREA/9/8,2407470
NREA,9,9,NREA/9/9,2534220
NREA,9,10,NREA/9/10,2660969
NREA,9,11,NREA/9/11,2787719
NREA,9,12,NREA/9/12,2914469
NREA,9,13,NREA/9/13,3041219
NREA,9,14,NREA/9/14,3167968
NREA,9,15,NREA/9/15,3294718
NREA,10,1,NREA/10/1,1756963
NREA,10,2,NREA/10/2,1922847
NREA,10,3,NREA/10/3,2088732
NREA,10,4,NREA/10/4,2254616
NREA,10,5,NREA/10/5,2420501
NREA,10,6,NREA/10/6,2586385
NREA,10,7,NREA/10/7,2752269
NREA,10,8,NREA/10/8,2918154
NREA,10,9,NREA/10/9,3084038
NREA,10,10,NREA/10/10,3249922
NREA,10,11,NREA/10/11,3415807
NREA,10,12,NREA/10/12,3581691
NREA,10,13,NREA/10/13,3747576
NREA,10,14,NREA/10/14,3913460
NREA,10,15,NREA/10/15,4079345
NREA,12,1,NREA/12/1,2082872
NREA,12,2,NREA/12/2,2353098
NREA,12,3,NREA/12/3,2623324
NREA,12,4,NREA/12/4,2893550
NREA,12,5,NREA/12/5,3163775
NREA,12,6,NREA/12/6,3434001
NREA,12,7,NREA/12/7,3704227
NREA,12,8,NREA/12/8,3974453
NREA,12,9,NREA/12/9,4244679
NREA,12,10,NREA/12/10,4514905
NREA,12,11,NREA/12/11,4785131
NREA,12,12,NREA/12/12,5055357
NREA,12,13,NREA/12/13,5325583
NREA,12,14,NREA/12/14,5595809
NREA,12,15,NREA/12/15,5866034
NREA,13,1,NREA/13/1,3140846
NREA,13,2,NREA/13/2,3427799
NREA,13,3,NREA/13/3,3714751
NREA,13,4,NREA/13/4,4001703
NREA,13,5,NREA/13/5,4288656
NREA,13,6,NREA/13/6,4575608
NREA,13,7,NREA/13/7,4862561
NREA,13,8,NREA/13/8,5149513
NREA,13,9,NREA/13/9,5436465
NREA,13,10,NREA/13/10,5723418
NREA,13,11,NREA/13/11,6010370
NREA,13,12,NREA/13/12,6297323
NREA,13,13,NREA/13/13,6584276
NREA,13,14,NREA/13/14,6871227
NREA,14,1,NREA/14/1,4411805
NREA,14,2,NREA/14/2,4721166
NREA,14,3,NREA/14/3,5030527
NREA,14,4,NREA/14/4,5339887
NREA,14,5,NREA/14/5,5649248
NREA,14,6,NREA/14/6,5958608
NREA,14,7,NREA/14/7,6267969
NREA,14,8,NREA/14/8,6577330
NREA,14,9,NREA/14/9,6886690
NREA,14,10,NREA/14/10,7196051
NREA,14,11,NREA/14/11,7505411
NREA,14,12,NREA/14/12,7814772
NREA,15,1,NREA/15/1,5663047
NREA,15,2,NREA/15/2,6078608
NREA,15,3,NREA/15/3,6494168
NREA,15,4,NREA/15/4,6909729
NREA,15,5,NREA/15/5,7325289
NREA,15,6,NREA/15/6,7740850
NREA,15,7,NREA/15/7,8156411
NREA,15,8,NREA/15/8,8571971
NREA,15,9,NREA/15/9,8987532
NREA,15,10,NREA/15/10,9403092
NREA,16,1,NREA/16/1,10261905
NELMCO,1,1,NELMCO/1/1,491568
NELMCO,1,2,NELMCO/1/2,503485
NELMCO,1,3,NELMCO/1/3,515401
NELMCO,1,4,NELMCO/1/4,527318
NELMCO,1,5,NELMCO/1/5,539235
NELMCO,1,6,NELMCO/1/6,551152
NELMCO,1,7,NELMCO/1/7,563069
NELMCO,1,8,NELMCO/1/8,574985
NELMCO,1,9,NELMCO/1/9,586902
NELMCO,1,10,NELMCO/1/10,598819
NELMCO,1,11,NELMCO/1/11,610736
NELMCO,1,12,NELMCO/1/12,622652
NELMCO,1,13,NELMCO/1/13,634569
NELMCO,1,14,NELMCO/1/14,634569
NELMCO,1,15,NELMCO/1/15,658403
NELMCO,2,1,NELMCO/2/1,566048
NELMCO,2,2,NELMCO/2/2,580348
NELMCO,2,3,NELMCO/2/3,595647
NELMCO,2,4,NELMCO/2/4,608948
NELMCO,2,5,NELMCO/2/5,623248
NELMCO,2,6,NELMCO/2/6,637549
NELMCO,2,7,NELMCO/2/7,651848
NELMCO,2,8,NELMCO/2/8,666148
NELMCO,2,9,NELMCO/2/9,680449
NELMCO,2,10,NELMCO/2/10,694749
NELMCO,2,11,NELMCO/2/11,709049
NELMCO,2,12,NELMCO/2/12,723349
NELMCO,2,13,NELMCO/2/13,737649
NELMCO,2,14,NELMCO/2/14,751950
NELMCO,2,15,NELMCO/2/15,766249
NELMCO,3,1,NELMCO/3/1,688194
NELMCO,3,2,NELMCO/3/2,704878
NELMCO,3,3,NELMCO/3/3,721562
NELMCO,3,4,NELMCO/3/4,738245
NELMCO,3,5,NELMCO/3/5,754928
NELMCO,3,6,NELMCO/3/6,771612
NELMCO,3,7,NELMCO/3/7,788295
NELMCO,3,8,NELMCO/3/8,804979
NELMCO,3,9,NELMCO/3/9,821663
NELMCO,3,10,NELMCO/3/10,838345
NELMCO,3,11,NELMCO/3/11,855029
NELMCO,3,12,NELMCO/3/12,871713
NELMCO,3,13,NELMCO/3/13,888397
NELMCO,3,14,NELMCO/3/14,905080
NELMCO,3,15,NELMCO/3/15,921763
NELMCO,4,1,NELMCO/4/1,999313
NELMCO,4,2,NELMCO/4/2,1034764
NELMCO,4,3,NELMCO/4/3,1070207
NELMCO,4,4,NELMCO/4/4,1105659
NELMCO,4,5,NELMCO/4/5,1141102
NELMCO,4,6,NELMCO/4/6,1176554
NELMCO,4,7,NELMCO/4/7,1212007
NELMCO,4,8,NELMCO/4/8,1247450
NELMCO,4,9,NELMCO/4/9,1282902
NELMCO,4,10,NELMCO/4/10,1318345
NELMCO,4,11,NELMCO/4/11,1353769
